SOURCE,TARGET,RATING,TIME
4668,4669,10,1375728063.0267901
4107,2045,10,1375735458.1335099
4107,4172,10,1375832253.8509
4172,4107,10,1375832435.69184
4579,4604,8,1375929851.81113
4291,3649,8,1376146561.82943
4668,4707,10,1376216134.69249
4661,4707,10,1376216337.90683
3465,1810,10,1376245269.31586
2313,2377,10,1376379438.61622
2313,2347,10,1376379550.12616
2313,988,10,1376379593.9581401
4681,4733,10,1376381306.81952
4680,4733,10,1376381338.61779
4661,4733,10,1376381641.11169
4729,4569,10,1376410045.80183
4729,1334,10,1376410303.7635698
4458,4735,10,1376411347.91379
4659,1334,10,1376413841.3809
4458,4635,10,1376415404.78907
4573,25,10,1376456484.2865
4291,4172,8,1376514274.25596
3504,35,10,1376550694.09705
4521,4482,10,1376759737.90302
4107,3527,10,1376922023.04239
3527,4107,8,1376922616.00193
3649,4291,8,1377013464.18598
905,4172,10,1377208683.43838
4308,3129,10,1377422127.87978
4791,3957,10,1377565446.27219
2165,25,10,1377664736.74779
4698,4635,9,1377788412.48029
4806,4611,10,1377800136.5239599
1334,4659,10,1378082197.35224
4400,4172,10,1378151302.91776
500,4823,10,1378157852.5267699
500,4824,10,1378157883.81859
4824,500,10,1378158077.02032
4824,4823,10,1378158093.24509
4824,1191,10,1378158143.93974
4524,2642,8,1378399988.72649
4694,1334,10,1378584677.40821
4499,4635,10,1378681763.8863199
4301,4855,10,1379025342.01172
4615,3404,8,1379275346.67845
3837,25,10,1379619872.40382
1555,4172,10,1380486768.60336
4172,1555,8,1380486846.70716
905,3719,10,1380576246.5988
2647,4172,10,1380726174.27286
2313,2305,10,1380983901.24563
2305,2313,10,1380985915.24546
4900,4899,8,1381794934.6101198
3875,4197,9,1382132403.54522
4918,1018,10,1382640955.01584
353,4172,9,1382687855.71437
4415,4559,9,1382903381.00396
4828,4559,10,1383175079.2901402
3161,1018,8,1383253490.69645
1334,3719,8,1383332357.5943599
4281,4172,10,1383599370.6032698
4266,2635,10,1383602612.9683
4172,2642,8,1383692450.1308
1201,57,8,1383716159.20275
3389,2642,9,1384043654.15622
2642,3389,9,1384043703.7964401
1334,1832,9,1384134182.5441802
4291,2498,10,1384181287.49555
905,3897,10,1384325196.53569
3746,25,10,1384374101.13851
2642,3630,8,1384488608.3034801
5015,4988,10,1384490880.6482198
3630,2642,10,1384491404.56503
4,5014,8,1384567143.32134
5014,4,8,1384567213.46504
2388,35,9,1384642003.42777
3725,4918,10,1384731793.66326
4612,35,10,1384797962.06074
4918,3725,10,1384821041.70913
547,5030,10,1384826073.7027302
5030,547,10,1384828185.27269
5029,5032,10,1384828824.29725
5032,5029,8,1384828843.00229
5027,5028,10,1384840977.55706
1394,5029,10,1384843344.68185
4592,25,10,1384887615.40099
5036,5013,10,1385183090.0885801
3278,1810,9,1385273183.55211
4172,4291,8,1385475163.43712
5096,5086,10,1385791855.5285301
1334,361,10,1385848964.29111
4611,4833,9,1386030524.00699
5046,5132,10,1386276987.09191
5132,5046,10,1386277634.1836698
5129,5080,10,1386330175.47091
3278,57,9,1386345872.0522199
5025,25,10,1386390518.02321
3429,3649,10,1386485893.63535
3598,57,10,1386548536.68787
4291,5162,10,1386824360.515
3504,3837,10,1386831226.81235
3504,5163,10,1386831559.60054
5163,3504,10,1386832013.26221
5193,5200,10,1387181814.68886
5200,5201,10,1387182283.25751
5201,5202,10,1387182624.89916
5202,5203,10,1387182817.7196
5193,5204,10,1387183122.81984
5212,4172,10,1387415244.43213
5234,3452,10,1387769067.23189
5235,5237,10,1387912836.33122
5237,5239,10,1387912961.7522302
5239,5237,10,1387913011.83987
5239,5240,10,1387913192.90649
4304,4172,10,1388352339.91836
2934,4172,8,1388691821.11246
3837,3897,10,1388763468.78895
4833,4694,8,1389040748.84739
4320,4884,8,1389141263.9271
3714,5284,10,1389628050.13134
5284,3714,10,1389634282.94376
988,2377,10,1389646057.15061
3099,5297,8,1389850173.76496
3719,5299,10,1389902326.14936
3219,1018,9,1390323673.39234
1719,1656,10,1390625414.49268
4833,4611,9,1390791085.71459
5221,1185,10,1390829729.4719698
4365,192,10,1392147200.83291
3572,1690,10,1392160370.1721
5399,3707,10,1392359737.78382
1953,5404,10,1392588004.1246
3897,905,10,1392822163.81685
5420,5415,8,1392894952.07309
5422,215,8,1392934619.09484
1396,1,8,1393291389.29085
5212,3630,10,1393312092.0566301
3630,5212,10,1393312235.88525
4753,5438,10,1393365361.45305
5438,4753,10,1393365389.30241
4812,5384,10,1393418065.0036
5441,5384,10,1393445677.1584
5442,4291,8,1393451505.11503
5353,4172,10,1393782649.81965
1,1615,9,1394508251.85514
1615,1,9,1394508936.38754
4205,5458,10,1394609209.4285
5458,4205,10,1394609281.3550699
5458,3982,10,1394630847.17135
1437,35,10,1394763314.02484
3897,4291,10,1394989558.21342
4291,3897,10,1394989596.57593
4320,5259,9,1395151774.9480698
5259,4320,9,1395151783.8539
3982,5458,10,1395190962.8050098
5413,5464,9,1395242163.44581
5403,4611,8,1395349356.9340599
5489,5476,10,1396459935.55602
5404,1953,10,1397086549.11881
1810,3897,8,1397241724.34596
2870,5522,10,1397590381.38648
5522,2870,10,1397590427.04245
5480,3828,10,1398401841.62966
4899,5472,10,1398668666.17924
5472,4899,10,1398668683.89651
5549,5521,10,1398679723.4409
4899,5473,10,1398708696.98161
4519,5551,10,1398784915.55114
3897,3630,9,1398962071.76261
5560,3897,10,1399169749.77595
5492,5568,10,1399279682.11183
5568,5492,10,1399279685.0276802
1731,1334,8,1399333487.69472
5524,1,10,1399360356.0539
5524,1953,10,1399500289.53286
1018,57,8,1400807796.0665698
57,1018,8,1400807855.48791
4499,4649,8,1401129172.27855
5615,4925,8,1402124149.01826
5590,5618,10,1402193483.0943801
5618,5590,10,1402193621.1877198
5590,5619,10,1402227543.18639
5618,5619,10,1402227587.2925901
5619,5590,10,1402231813.25565
5619,5618,10,1402231841.9224901
5614,256,8,1402253653.8066099
4515,5622,10,1402347692.66439
3470,5623,8,1402437590.45624
5609,4649,9,1402548154.80417
5598,4291,10,1402864954.25581
4649,4499,8,1402892248.24741
3470,5602,8,1402976376.60442
5636,1,10,1403340355.77685
5655,4197,10,1403830991.738
3470,5661,8,1404111606.44053
2165,1752,10,1405099466.34218
5433,35,8,1407440500.1916802
5717,35,10,1407528846.7780302
5655,5720,10,1407709682.90777
4921,1,10,1407883305.99266
5719,5729,10,1407954713.00263
5730,5729,10,1407956805.3273199
5731,5729,10,1408016092.26664
5732,5729,10,1408017465.39796
5309,4649,10,1408495013.50745
2942,1018,10,1408817008.67655
5227,5712,10,1409289798.28597
5759,5761,10,1409332966.39018
5761,5759,10,1409341258.0755901
3470,5762,8,1409370073.19948
5762,3470,8,1409370324.91706
5762,5623,8,1409370857.07534
5763,5788,8,1410602126.15489
5788,5763,8,1410602785.02351
1967,5790,9,1410784608.79799
5791,5612,10,1410798293.99674
5649,5798,8,1411350404.63397
5798,5649,8,1411350606.93248
3707,5506,10,1411865474.48552
5806,5606,8,1412723252.5506802
5806,5602,8,1412723272.95184
3470,5806,8,1413245705.48143
4921,5824,10,1413826472.19504
3829,5826,10,1414022238.3053901
5655,1953,9,1415277988.5172698
1953,4172,8,1415368404.32864
5648,3986,8,1415608419.77973
3649,3429,8,1415921870.81472
3903,1352,10,1417670296.09826
5862,5859,10,1418259056.48894
215,5422,8,1419891584.93223
4553,4291,8,1420318660.8435
5507,5896,10,1422989417.05603
5896,5507,10,1423042731.9866
5899,5439,10,1423106648.08731
5890,35,8,1423169858.4247901
5411,4649,10,1423654955.6991599
2,5929,8,1427727594.65585
4649,5411,10,1427898308.26095
1819,1810,9,1428211772.0496
3345,4649,8,1429548954.64222
5955,5958,10,1432777340.11384
5958,5955,10,1432779265.36839
4163,2067,10,1433447877.7397099
3903,1810,10,1433495483.06058
5963,2045,10,1433695593.6775699
2073,5971,10,1437706563.74412
5971,5960,10,1437707792.21889
1565,57,8,1438618983.95327
3804,2388,10,1441151042.18221
4004,5845,10,1441663367.96333
5956,5227,8,1442014737.78822
5999,3878,8,1449651300.78354
2045,33,9,1450222131.3392599
33,2045,9,1450222255.2849698
3714,481,10,1450415141.91835
